python clean_data.pyShipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost
SH686457,O777648,6/29/2024,8/20/2024,New York,Los Angeles,Delivered,111.53,205.65
SH596539,O938531,2/11/2024,3/13/2025,Mumbai,Toronto,Delayed,165.77,445.79
SH354588,O565321,2/10/2024,2/14/2024,Mumbai,Paris,Returned,29.97,670.31
SH959417,O157029,4/12/2024,6/22/2024,Berlin,Los Angeles,Returned,258.56,1699.26
SH552165,O596836,7/11/2024,5/2/2025,Berlin,Sydney,Delivered,218.91,1933.58
SH779458,O339782,9/20/2025,8/8/2025,Cairo,Toronto,Delayed,362.66,168.44
SH608303,O881995,1/13/2024,5/25/2024,Cairo,Toronto,Delayed,202.06,419.37
SH153624,O363902,12/4/2024,8/17/2025,Mumbai,Sydney,Delayed,493.31,1830.39
SH452075,O322195,11/17/2024,11/21/2024,Mumbai,Paris,Returned,90.19,791.62
SH518101,O205476,8/25/2025,8/28/2024,Mumbai,Paris,delivered,314.65,879.73
SH519037,O894785,10/7/2024,4/20/2024,New York,Dubai,delivered,388.47,1592.4
SH619756,O343492,1/17/2024,11/21/2024,Cairo,Toronto,Returned,215.54,1517.04
SH234106,O161363,12/15/2023,4/22/2025,Mumbai,Paris,Returned,386.69,1444.83
SH666919,O603051,7/31/2025,9/7/2025,Mumbai,Paris,Returned,370.05,497.56
SH583002,O711962,6/17/2024,8/25/2025,Berlin,Dubai,Returned,399.43,277.62
SH781208,O247228,5/21/2025,5/22/2025,New York,Paris,delivered,161.62,1216.78
SH437323,O698404,8/7/2025,8/26/2025,Mumbai,Sydney,delivered,108.69,1103.77
SH475850,O175624,9/2/2024,9/17/2024,Berlin,Toronto,Returned,152.39,1875.54
SH130407,O477492,12/20/2024,10/16/2024,London,Sydney,In Transit,41.01,1636.51
SH460604,O817905,11/28/2024,9/3/2024,New York,Los Angeles,In Transit,414.11,1532.41
SH989627,O845825,7/4/2025,6/24/2024,New York,Sydney,In Transit,204.07,257.51
SH406306,O979950,11/14/2023,12/21/2023,New York,Los Angeles,Delayed,183.18,1978.15
SH748765,O996160,10/8/2024,5/7/2025,London,Dubai,Delayed,56.99,1632.79
SH206795,O249691,8/29/2024,9/16/2024,Cairo,Paris,Delayed,241.86,1517.96
SH749391,O428578,7/23/2024,6/19/2025,London,Los Angeles,delivered,487.58,380.86
SH698956,O831306,11/5/2023,12/10/2024,London,Dubai,In Transit,6.52,1930.02
SH568334,O442058,4/9/2024,9/19/2024,Berlin,Sydney,Returned,142.72,1020.02
SH185317,O157542,6/11/2024,2/21/2025,Berlin,Toronto,In Transit,376.72,706.94
SH269947,O955776,5/24/2025,5/27/2025,Mumbai,Paris,In Transit,174.8,334.4
SH238167,O551663,2/16/2025,2/6/2024,Mumbai,Paris,In Transit,101.12,580.92
SH114647,O711261,12/21/2023,5/1/2024,New York,Dubai,In Transit,465.65,1220
SH889147,O458270,1/9/2025,4/18/2024,Berlin,Sydney,Delayed,137.87,114.68
SH353084,O792996,7/28/2025,8/5/2025,New York,Paris,Delivered,88.44,1129.18
SH373791,O984318,8/28/2024,9/2/2024,Mumbai,Dubai,Delivered,271.72,
SH608760,O105594,1/30/2024,4/11/2025,Berlin,Los Angeles,Delayed,241.67,1356.44
SH354105,O368006,9/29/2024,10/2/2024,London,Sydney,delivered,400.09,1878.47
SH150742,O531538,12/22/2024,1/4/2025,London,Sydney,Returned,69.02,1472.99
SH730300,O173727,5/25/2025,6/6/2025,Cairo,Dubai,Returned,268.21,1819.71
SH796231,O534826,3/19/2024,12/29/2023,London,Sydney,Delivered,417.35,1385
SH618581,O794718,8/29/2025,5/5/2025,New York,Toronto,Delayed,201.37,300.22
SH636653,O670659,11/15/2023,3/22/2025,London,Dubai,Returned,245.47,1702.05
SH108410,O798060,12/8/2024,7/30/2024,Cairo,Toronto,Delayed,230.31,1205.46
SH217095,O224400,2/18/2024,6/15/2024,Cairo,Dubai,Delayed,85.27,1796.69
SH827338,O324800,7/27/2025,10/4/2025,Cairo,Dubai,Returned,193.15,1272.15
SH565425,O178059,10/23/2024,1/13/2024,Mumbai,Dubai,delivered,56.31,459.37
SH582272,O246913,3/25/2025,11/12/2023,New York,Dubai,delivered,469.44,804.41
SH657888,O686544,7/21/2024,2/22/2025,New York,Sydney,Delayed,,1850.96
SH989211,O486009,11/22/2023,3/15/2025,London,Toronto,In Transit,213.94,1782.46
SH407386,O615402,1/26/2025,2/1/2025,London,Los Angeles,In Transit,376.55,935.19
SH212037,O182170,1/12/2025,1/27/2024,New York,Sydney,delivered,258.89,1276.56
SH328555,O631163,11/27/2024,6/23/2024,Mumbai,Sydney,In Transit,220.23,1460.3
SH447747,O847067,4/18/2024,7/9/2024,Mumbai,Toronto,Delayed,467.31,1263.09
SH819873,O874838,1/28/2024,7/19/2024,Berlin,Dubai,Returned,,1761.29
SH124213,O551431,7/28/2024,11/19/2024,London,Paris,Delayed,368.14,1289.84
SH774544,O247935,4/28/2025,10/6/2025,Berlin,Sydney,delivered,483.86,1359.67
SH487063,O922845,3/2/2025,1/5/2025,Cairo,Los Angeles,Delayed,271.17,1231.86
SH560666,O581620,7/19/2024,12/27/2023,Cairo,Toronto,Delivered,219.31,525.12
SH221500,O902233,4/8/2024,10/20/2024,Mumbai,Paris,delivered,78.38,79.3
SH539759,O475849,7/7/2024,10/4/2025,Mumbai,Paris,Delivered,307.55,168.02
SH623577,O825572,5/22/2025,6/3/2025,New York,Sydney,Delivered,306.31,432.83
SH518835,O241531,10/13/2025,10/16/2025,London,Toronto,In Transit,135.39,576.35
SH234546,O678227,3/31/2024,11/29/2023,Berlin,Los Angeles,Delayed,182.95,481.78
SH474332,O848203,11/15/2023,8/15/2024,Mumbai,Dubai,Returned,274.58,59.24
SH788573,O571984,3/29/2025,8/5/2025,London,Paris,delivered,284.06,1079.39
SH996828,O740141,7/15/2024,8/11/2025,New York,Los Angeles,Delayed,165.28,1201.14
SH344109,O890702,6/28/2024,3/28/2024,Cairo,Dubai,delivered,451.04,1732.34
SH339852,O794493,9/21/2024,3/9/2025,Mumbai,Sydney,Delayed,424.8,1138.44
SH598884,O204440,7/8/2025,7/20/2025,New York,Dubai,delivered,,700.13
SH878069,O531815,7/13/2024,9/14/2024,Berlin,Paris,Delivered,202.34,296.7
SH229776,O168106,2/12/2024,3/31/2024,Mumbai,Toronto,delivered,320.66,1379.76
SH228757,O386478,2/12/2025,12/18/2023,New York,Toronto,delivered,20.97,1784.5
SH815396,O339424,6/22/2025,6/26/2025,Berlin,Paris,Delayed,192,
SH981887,O664775,3/20/2025,3/27/2025,Cairo,Toronto,In Transit,319.67,185.03
SH113636,O745361,4/13/2025,5/15/2025,Cairo,Sydney,Returned,68.55,39.75
SH636589,O314079,1/31/2024,2/7/2024,New York,Dubai,delivered,408.06,1969.71
SH693761,O504428,5/26/2024,12/7/2024,London,Toronto,Delivered,220.44,10.43
SH354930,O601247,5/28/2024,11/18/2024,New York,Sydney,Delayed,186.49,1734.02
SH859021,O510586,7/8/2025,7/25/2025,Cairo,Dubai,delivered,344.73,1663.19
SH138381,O878309,11/21/2023,1/27/2025,Berlin,Los Angeles,Returned,21.06,571.89
SH388020,O636659,4/26/2025,4/5/2025,London,Sydney,Delayed,192.9,1970.41
SH252989,O764792,7/24/2025,8/11/2025,Berlin,Los Angeles,Returned,395.49,444.6
SH640308,O628662,8/12/2024,11/30/2024,Cairo,Dubai,Delivered,196.48,1845.95
SH420199,O211364,8/16/2025,8/18/2025,London,Los Angeles,In Transit,376.77,1545.1
SH200278,O891402,9/18/2024,10/9/2024,Berlin,Paris,Delivered,270.18,1435.62
SH798223,O659419,6/20/2025,1/13/2024,New York,Toronto,Returned,434.96,88.13
SH566148,O819040,7/21/2024,8/7/2024,Berlin,Toronto,Delayed,225.93,663.57
SH233907,O700473,6/30/2025,9/2/2024,Berlin,Toronto,In Transit,53.33,1806.24
SH322022,O975621,11/6/2023,7/9/2025,London,Toronto,delivered,273.4,131.3
SH934382,O967598,11/8/2023,3/31/2024,Berlin,Los Angeles,In Transit,,787.48
SH199752,O991017,12/22/2024,6/13/2025,New York,Toronto,In Transit,166.15,264.14
SH820119,O605929,6/14/2025,6/28/2025,Mumbai,Toronto,Delivered,186.97,132.56
SH176740,O514761,7/1/2025,3/13/2025,Mumbai,Dubai,Delivered,254.43,1019.73
SH855267,O732454,5/11/2024,5/11/2025,New York,Los Angeles,Returned,400.01,1516.56
SH261922,O474502,2/29/2024,10/11/2025,Berlin,Toronto,Delayed,33.73,1060.38
SH724864,O870507,9/8/2025,2/19/2025,Mumbai,Sydney,In Transit,135.13,904.82
SH564576,O182955,5/26/2025,6/9/2025,Berlin,Dubai,Delayed,3.24,457.32
SH326558,O756855,1/19/2025,1/12/2024,New York,Sydney,delivered,128.57,342.45
SH791897,O732218,2/5/2025,2/10/2025,London,Paris,Returned,309.34,279.53
SH971088,O449691,7/31/2025,8/7/2025,New York,Sydney,Returned,344.62,1684.18
SH999109,O787673,5/31/2024,7/15/2025,London,Los Angeles,Delayed,427.47,28.49
SH546852,O950219,4/14/2025,8/30/2025,New York,Paris,delivered,276.23,175.37
SH330998,O621610,12/17/2023,4/9/2025,Berlin,Paris,Delivered,211,102.57
SH570541,O590643,6/2/2025,7/21/2025,London,Los Angeles,delivered,437.94,1558.85
SH227906,O423778,7/4/2024,4/27/2025,Cairo,Sydney,In Transit,309.05,1795.65
SH896492,O642630,10/12/2024,10/17/2024,New York,Toronto,In Transit,362.32,394.54
SH340941,O326280,8/9/2025,7/10/2024,Mumbai,Toronto,Delayed,295.85,714.12
SH851097,O224520,6/14/2024,10/28/2024,London,Toronto,Returned,367.2,1984.17
SH591149,O726520,5/20/2024,6/4/2024,Cairo,Sydney,delivered,5.64,454.78
SH595765,O559556,4/20/2025,3/26/2024,New York,Toronto,Delivered,270.37,1505.39
SH947764,O219424,8/2/2024,10/25/2024,Mumbai,Toronto,Delayed,183.62,946.46
SH766237,O745543,11/5/2023,9/30/2025,New York,Los Angeles,Returned,303.5,635.65
SH737802,O261667,5/23/2025,7/13/2025,New York,Paris,delivered,231.46,971.65
SH539558,O680559,2/15/2025,4/22/2025,Berlin,Toronto,Returned,,1399.44
SH572229,O860018,6/27/2025,6/29/2025,Mumbai,Dubai,In Transit,461.47,1614.72
SH160763,O791860,7/30/2025,11/6/2024,New York,Toronto,In Transit,391.12,990.6
SH742234,O510928,2/27/2024,8/27/2025,London,Sydney,delivered,388.04,857.11
SH994692,O677860,5/25/2025,7/7/2025,London,Toronto,In Transit,128.72,1877.82
SH545342,O698848,10/25/2023,6/3/2024,Cairo,Sydney,Delivered,223.78,1416.19
SH242868,O123405,5/15/2025,2/10/2024,Cairo,Sydney,delivered,2.31,86.59
SH791246,O290330,3/5/2025,9/20/2025,Cairo,Toronto,Delayed,349.5,1569.74
SH838951,O714717,7/30/2024,4/19/2024,Mumbai,Sydney,delivered,480.79,701.59
SH376600,O662874,5/4/2024,4/29/2024,Mumbai,Dubai,delivered,498.66,1173.05
SH684063,O235359,1/19/2024,10/4/2024,New York,Sydney,In Transit,431.32,387.72
SH413763,O855554,4/29/2025,6/23/2024,New York,Sydney,In Transit,392.6,1399.06
SH420356,O415736,7/15/2024,6/26/2024,Mumbai,Toronto,Delayed,445.93,5.21
SH963369,O765817,8/4/2025,10/12/2024,Berlin,Sydney,In Transit,48.44,1508.76
SH787416,O916174,11/13/2024,8/12/2024,Mumbai,Sydney,Delayed,92.81,593.65
SH706681,O279182,11/23/2023,10/27/2024,Cairo,Sydney,In Transit,141.84,
SH400319,O832218,6/3/2024,7/6/2024,London,Los Angeles,Delayed,405.03,809.76
SH629676,O418587,7/9/2025,3/8/2024,New York,Sydney,Returned,5.06,846.83
SH213610,O477196,7/8/2024,11/17/2023,London,Los Angeles,Delayed,51.39,643.87
SH839938,O325959,6/5/2025,6/23/2025,Berlin,Los Angeles,In Transit,206.63,833.84
SH327681,O131211,6/23/2024,6/23/2025,London,Sydney,Returned,325.95,
SH845988,O212967,5/7/2025,1/30/2024,New York,Sydney,delivered,189.44,767.19
SH136148,O854200,6/5/2025,6/21/2025,Mumbai,Dubai,delivered,123.15,1117.43
SH205473,O509203,9/10/2024,8/25/2025,Cairo,Los Angeles,Delivered,252.14,1393.67
SH244655,O433413,6/26/2025,3/10/2024,Cairo,Sydney,Delivered,1.82,
SH415477,O204753,4/28/2025,10/27/2023,Berlin,Paris,delivered,24.83,1481.79
SH555663,O122704,9/13/2024,5/22/2025,Cairo,Paris,In Transit,121.75,412.15
SH351726,O408958,9/1/2024,9/18/2024,London,Paris,Returned,421.86,497.72
SH625694,O383684,9/5/2024,11/25/2024,Cairo,Paris,Delayed,97.44,
SH266251,O740250,3/12/2025,10/31/2024,Cairo,Los Angeles,Delivered,166.29,224.85
SH401766,O367057,5/19/2024,10/23/2023,Cairo,Paris,delivered,319.75,1528.23
SH193636,O959125,10/22/2025,11/9/2023,London,Toronto,Returned,,226.11
SH904305,O327312,6/11/2025,10/29/2023,London,Paris,Returned,260.42,595.63
SH379981,O160756,5/31/2025,6/3/2025,Mumbai,Los Angeles,Returned,,1761.61
SH397863,O140387,2/9/2024,7/9/2024,London,Dubai,In Transit,328.22,1266.66
SH353605,O774859,11/26/2024,6/25/2024,Mumbai,Dubai,In Transit,424.51,1714.5
SH873601,O572686,7/13/2024,7/19/2024,Berlin,Toronto,Delayed,141.14,132.05
SH161693,O660393,1/18/2024,9/16/2024,New York,Sydney,Delivered,284.17,425.45
SH369727,O898080,2/4/2024,6/16/2024,Mumbai,Sydney,In Transit,325.2,1532.44
SH280295,O176342,10/19/2024,5/30/2024,London,Paris,Returned,129.48,975.81
SH831726,O536043,11/4/2024,11/20/2024,London,Sydney,In Transit,272.79,851.11
SH876738,O484309,8/26/2024,11/17/2023,New York,Toronto,Delivered,150.88,1709.36
SH993218,O745827,8/10/2025,8/27/2025,Berlin,Los Angeles,Delivered,385.27,1919.81
SH867652,O143369,9/23/2025,10/2/2025,Berlin,Los Angeles,Returned,419.5,294.6
SH629001,O812682,6/18/2024,8/28/2025,London,Los Angeles,Delayed,,685.16
SH255737,O735183,4/23/2024,4/17/2025,Mumbai,Sydney,Delivered,402.24,1702.35
SH590377,O151859,9/1/2024,11/11/2024,Cairo,Toronto,Delayed,83.88,114.16
SH922311,O290992,10/16/2024,7/11/2024,London,Dubai,In Transit,213.87,1526.65
SH233360,O409037,9/29/2025,10/10/2025,Mumbai,Dubai,Delivered,,739.66
SH602501,O644395,8/6/2024,8/7/2024,London,Toronto,Delivered,256.01,843.29
SH384053,O857572,3/28/2025,8/29/2024,Mumbai,Dubai,Delivered,24.07,1189.71
SH900586,O285756,3/4/2024,3/24/2025,Cairo,Sydney,Returned,389.25,
SH118025,O964869,6/14/2025,8/19/2025,Mumbai,Toronto,Returned,122.96,1062.82
SH966896,O460259,1/13/2025,5/28/2024,Mumbai,Los Angeles,Delayed,351,1306.57
SH862984,O226790,7/3/2025,10/11/2025,Berlin,Dubai,Delivered,277.12,354.08
SH417382,O521646,12/20/2023,3/6/2024,Cairo,Paris,Returned,257.07,1876.44
SH769449,O107910,11/28/2024,12/1/2024,Cairo,Toronto,Delivered,402.97,1298.64
SH866359,O376606,12/16/2023,3/23/2025,Berlin,Paris,Delayed,94.78,386.14
SH325685,O143239,11/5/2023,1/31/2024,London,Sydney,Delivered,22.59,1775.08
SH414523,O656039,4/11/2025,12/4/2024,New York,Sydney,Delayed,301.39,495.65
SH269465,O934376,9/8/2024,7/19/2025,Mumbai,Toronto,Returned,320.57,69.78
SH311544,O413747,8/24/2024,8/23/2025,New York,Los Angeles,Delayed,287.01,775.57
SH847987,O945503,6/11/2025,3/1/2024,New York,Los Angeles,Delivered,414.31,1974.48
SH861425,O665380,12/9/2023,4/21/2024,Cairo,Los Angeles,Returned,419.82,1836.93
SH838737,O781780,6/6/2025,6/20/2025,New York,Toronto,delivered,167.83,597.05
SH308136,O236443,6/24/2024,6/20/2025,Mumbai,Dubai,delivered,219.88,983.85
SH806304,O359101,1/29/2024,9/12/2024,New York,Los Angeles,Delayed,113.77,325.66
SH320089,O741148,4/24/2025,12/11/2023,Berlin,Sydney,Returned,180.76,723.7
SH581714,O112764,10/4/2024,3/1/2024,Cairo,Los Angeles,Returned,223.4,972.61
SH209143,O880455,1/6/2025,3/28/2025,Berlin,Los Angeles,Returned,450.17,529.63
SH226672,O108207,10/4/2025,10/6/2025,Mumbai,Toronto,delivered,482.99,1523.3
SH261967,O567518,5/13/2024,5/25/2024,Cairo,Dubai,delivered,96.11,1553.29
SH511804,O856937,3/5/2024,8/10/2025,Berlin,Sydney,Delayed,130.54,1036.7
SH107994,O483216,3/24/2025,3/29/2025,New York,Sydney,Delayed,348.71,1333.6
SH853543,O217456,7/30/2024,1/16/2024,Cairo,Sydney,In Transit,201.82,
SH693687,O430137,4/1/2024,11/3/2024,Cairo,Toronto,Returned,490.1,1001.83
SH710982,O303971,7/30/2024,4/10/2025,Berlin,Los Angeles,Delivered,443.97,1811.23
SH548183,O414178,6/11/2025,8/5/2025,London,Sydney,delivered,335.58,1537.13
SH275310,O910530,10/23/2024,11/12/2023,London,Paris,delivered,342.67,1424.92
SH995866,O155508,9/5/2024,5/9/2025,New York,Paris,Delayed,448.04,1898.04
SH762727,O988263,7/22/2025,4/29/2025,London,Dubai,In Transit,163.75,1245.84
SH117230,O359342,10/27/2024,1/28/2025,Berlin,Sydney,In Transit,429.01,
SH186373,O510074,11/18/2024,11/23/2024,Berlin,Los Angeles,Delayed,229.22,
SH644320,O361873,8/19/2024,10/6/2024,Mumbai,Toronto,delivered,279.57,619.07
SH379593,O327707,5/27/2024,8/27/2025,Berlin,Paris,delivered,399.87,
SH787136,O720398,1/17/2025,6/22/2025,Mumbai,Toronto,delivered,234.48,718.09
SH746208,O103230,11/14/2024,7/28/2025,London,Los Angeles,In Transit,,1165.43
SH168363,O282468,5/9/2025,5/11/2025,New York,Dubai,Returned,225.97,1381.94
SH538126,O697935,7/6/2024,6/7/2025,Mumbai,Dubai,delivered,414.73,1068.69
SH176645,O646727,6/12/2024,2/9/2024,London,Dubai,delivered,431.04,1918.01
SH634635,O858401,11/29/2024,12/4/2024,London,Toronto,In Transit,414.04,982.04
SH778628,O388894,8/14/2024,6/13/2025,London,Los Angeles,Delayed,365.96,1963.59
SH499889,O737667,4/19/2024,5/7/2024,Mumbai,Toronto,Delayed,267.4,482.67
SH773275,O965133,8/18/2024,11/26/2024,London,Sydney,Returned,461.63,
SH788117,O472163,8/2/2025,8/8/2025,Mumbai,Toronto,delivered,99.69,150.09
SH861642,O558206,12/19/2024,3/9/2025,Cairo,Paris,In Transit,327.55,916.28
SH374198,O674295,5/9/2024,11/30/2023,New York,Toronto,Delivered,,
SH826328,O592771,3/31/2024,1/6/2025,Mumbai,Sydney,Delivered,416.68,158.59
SH869400,O216883,2/20/2025,3/2/2025,Cairo,Toronto,Delivered,476.02,1444.03
SH167630,O226486,6/20/2025,6/27/2025,Mumbai,Paris,Delivered,132.1,
SH232903,O444538,7/19/2024,6/6/2025,Berlin,Dubai,Delayed,490.09,
SH495481,O154089,9/3/2024,9/23/2025,Berlin,Paris,delivered,276.77,379.39
SH323754,O915967,5/7/2024,12/16/2024,London,Paris,Delayed,341,
SH386865,O102928,4/19/2024,1/7/2024,Berlin,Los Angeles,delivered,353.98,632.86
SH960367,O954780,3/31/2024,4/5/2025,Cairo,Paris,delivered,94.77,1134.57
SH753111,O404336,4/25/2024,7/10/2024,New York,Sydney,Delayed,,999.38
SH557075,O698870,3/19/2025,4/3/2025,Cairo,Dubai,In Transit,288.22,1095.93
SH210978,O852765,7/4/2025,3/14/2025,Berlin,Paris,In Transit,158.5,1836.86
SH829785,O238999,5/8/2024,6/14/2025,Berlin,Los Angeles,In Transit,357.83,247.46
SH127676,O733244,12/8/2024,5/6/2024,New York,Toronto,Returned,142.92,974.1
SH558919,O382277,5/2/2025,6/16/2025,New York,Dubai,delivered,138.59,1853.32
SH908404,O443087,8/28/2025,3/18/2024,London,Paris,Delayed,214.25,1990.93
SH345728,O124888,4/2/2025,4/5/2025,Cairo,Los Angeles,Delayed,119.17,742.53
SH859054,O635037,8/18/2025,10/30/2024,Berlin,Los Angeles,In Transit,340.99,
SH527369,O752934,1/13/2024,7/17/2024,New York,Sydney,Returned,171.6,1511.91
SH475770,O421480,6/3/2025,6/19/2025,Mumbai,Toronto,Returned,228.51,351.71
SH458607,O738834,2/15/2025,2/24/2025,Cairo,Paris,Delayed,119.26,11.69
SH442827,O397559,2/8/2024,3/13/2024,Berlin,Los Angeles,delivered,445.43,442.41
SH609526,O524677,6/3/2024,9/25/2024,New York,Toronto,Delayed,417.05,630.3
SH418492,O149812,4/5/2025,1/29/2025,Berlin,Dubai,delivered,381.57,565.32
SH471791,O886979,12/30/2024,6/2/2025,Berlin,Toronto,In Transit,40.84,1250.6
SH554252,O833974,4/2/2025,8/2/2025,New York,Dubai,In Transit,302.5,382.92
SH891220,O883559,9/16/2024,7/30/2025,Cairo,Paris,Returned,90.49,1342.9
SH257275,O719189,12/4/2024,4/26/2025,Cairo,Toronto,Delayed,208.7,704.96
SH976306,O361421,12/26/2023,7/6/2024,Berlin,Paris,In Transit,225.91,1733.71
SH621219,O552591,9/1/2025,11/11/2024,Mumbai,Paris,Returned,79.38,865.25
SH864408,O438038,6/13/2024,12/26/2023,London,Paris,Delayed,456.6,822.03
SH943197,O777613,7/20/2025,1/27/2024,London,Toronto,In Transit,240.04,1731.97
SH696055,O431819,1/12/2024,1/5/2024,Mumbai,Los Angeles,delivered,190.68,998.37
SH165991,O385214,1/8/2025,8/8/2025,Mumbai,Toronto,delivered,228.19,580.89
SH829770,O216108,2/10/2024,6/16/2024,London,Los Angeles,In Transit,26.32,1249.2
SH484082,O115525,1/18/2025,8/8/2025,Cairo,Dubai,delivered,242.21,
SH566965,O841511,1/13/2025,3/27/2025,Mumbai,Toronto,Delivered,90.53,1242.84
SH675742,O603058,3/9/2025,4/29/2024,Mumbai,Dubai,delivered,266.84,111.57
SH267091,O952330,5/19/2025,10/18/2024,London,Toronto,In Transit,327.9,
SH639670,O259893,6/27/2025,2/9/2024,Cairo,Dubai,Delivered,,516.74
SH617501,O576986,11/1/2023,3/11/2024,Cairo,Sydney,In Transit,70.15,847.22
SH469394,O402772,4/22/2024,12/31/2024,New York,Paris,delivered,268.43,531.29
SH352969,O522516,3/18/2024,7/7/2025,London,Paris,Delivered,361.74,640.23
SH904753,O632377,10/9/2024,6/19/2025,London,Sydney,Returned,401,
SH461591,O407997,3/29/2024,11/14/2024,Cairo,Toronto,delivered,71.7,1621.75
SH936674,O317701,5/29/2025,5/7/2025,London,Toronto,Delivered,155.34,920.77
SH534644,O627772,10/10/2024,2/21/2025,London,Toronto,Delivered,355.31,1073.97
SH739299,O657888,9/14/2025,1/18/2024,Berlin,Toronto,Delayed,369.72,768.32
SH665471,O360481,6/23/2024,6/25/2024,Cairo,Toronto,delivered,323.75,1176.08
SH233862,O387498,6/16/2025,7/1/2025,Cairo,Paris,delivered,150.02,19.68
SH736508,O580776,7/29/2024,8/12/2024,Cairo,Dubai,Delayed,421.13,954.59
SH345591,O543775,10/12/2024,5/3/2024,London,Toronto,Delivered,472.54,502.14
SH739958,O481590,3/24/2025,4/30/2025,Cairo,Paris,delivered,,1672.98
SH667703,O807510,2/14/2024,11/9/2024,New York,Paris,Delayed,,819.97
SH862401,O895158,10/17/2025,12/11/2024,Mumbai,Paris,In Transit,315.43,28.58
SH640026,O546525,5/6/2025,5/20/2025,Berlin,Los Angeles,Delayed,47.75,468.57
SH507716,O863469,2/23/2025,3/10/2024,Berlin,Paris,Delivered,379.44,723.42
SH578858,O678744,3/21/2024,10/3/2025,New York,Los Angeles,Delayed,,918.48
SH894496,O176088,1/4/2025,8/28/2025,London,Los Angeles,delivered,68.79,703.56
SH435015,O159806,2/27/2025,7/27/2024,Mumbai,Dubai,Returned,190.41,948.38
SH740449,O597961,11/8/2023,4/21/2024,New York,Paris,Delivered,277.72,1326.47
SH715647,O642970,11/28/2024,3/30/2025,London,Dubai,Returned,476.39,1807.35
SH943119,O273273,12/6/2023,5/31/2024,Cairo,Los Angeles,Delayed,153.79,218.25
SH209222,O681724,3/22/2024,4/27/2025,London,Dubai,Returned,271.65,666.1
SH591923,O934584,7/22/2025,12/4/2023,New York,Sydney,Delivered,31.33,378.69
SH306215,O737988,8/13/2024,3/20/2025,London,Los Angeles,In Transit,1.69,1076.93
SH263696,O873079,2/1/2024,11/23/2024,Berlin,Toronto,In Transit,245.84,58.4
SH866355,O158103,12/9/2024,8/23/2025,Berlin,Paris,Delivered,131.82,966.7
SH627921,O835712,10/19/2024,10/20/2024,Mumbai,Sydney,delivered,362.89,1744.94
SH802930,O783427,4/30/2025,8/31/2025,Berlin,Toronto,Returned,332.87,1958.19
SH174703,O278407,5/6/2025,1/7/2024,New York,Toronto,Delivered,19.24,1591.49
SH729809,O633821,1/16/2025,10/10/2025,Cairo,Sydney,delivered,355.66,1243.13
SH989252,O783562,7/19/2024,8/15/2025,Berlin,Los Angeles,In Transit,,247.29
SH596077,O341104,4/13/2025,4/26/2025,Mumbai,Sydney,In Transit,126.78,931.68
SH401810,O253680,9/14/2025,9/25/2024,Berlin,Sydney,Delayed,53.37,1320.22
SH861710,O234535,4/6/2024,10/6/2025,London,Dubai,In Transit,87.44,45.31
SH882526,O543174,12/1/2024,2/4/2025,Berlin,Dubai,Delayed,93.15,935.17
SH948785,O828280,7/30/2025,7/24/2024,New York,Paris,delivered,321.59,1128.85
SH118582,O504793,2/10/2024,1/13/2025,Cairo,Toronto,Delayed,351.24,1034.54
SH462581,O425461,1/12/2025,1/14/2025,New York,Paris,Delayed,343.8,999.41
SH712072,O713196,12/30/2024,10/11/2024,Mumbai,Los Angeles,Delivered,450.25,404.18
SH374009,O188156,3/21/2024,12/2/2024,New York,Paris,Delayed,216.07,672.38
SH621029,O842457,5/24/2025,5/30/2025,Cairo,Toronto,In Transit,11.96,1363.03
SH864397,O949530,1/26/2024,2/7/2024,Berlin,Los Angeles,delivered,493.28,1953.32
SH650955,O992859,10/20/2024,1/6/2025,Cairo,Dubai,In Transit,342.27,687.79
SH640861,O804442,3/12/2025,3/15/2025,Cairo,Toronto,delivered,294.43,581.2
SH608937,O437273,5/1/2025,8/20/2024,Cairo,Paris,Delayed,429.6,357.9
SH218400,O582003,11/16/2024,1/21/2025,New York,Sydney,In Transit,480.36,1374.03
SH838401,O857106,10/13/2024,10/17/2025,London,Dubai,Delayed,291.2,1708.18
SH863894,O890633,10/8/2024,4/10/2025,Mumbai,Toronto,In Transit,132.63,824.39
SH183451,O797882,2/23/2025,6/12/2024,Berlin,Toronto,Delivered,20.8,782.12
SH238656,O695875,8/5/2025,9/5/2025,New York,Paris,Returned,88.24,325.26
SH919026,O513442,10/11/2024,5/28/2025,Cairo,Sydney,Returned,82.66,668.62
SH695263,O615990,4/17/2025,4/22/2025,New York,Paris,Returned,,861.5
SH109653,O568415,12/12/2024,6/6/2025,New York,Los Angeles,delivered,305.33,1916.65
SH953546,O379417,7/25/2025,2/5/2025,Cairo,Sydney,Delayed,153.65,1110.24
SH433454,O520155,9/22/2024,10/3/2024,New York,Los Angeles,delivered,99.08,518.4
SH494954,O832629,1/30/2024,7/21/2024,Mumbai,Los Angeles,In Transit,269.68,585.44
SH623124,O889309,4/9/2025,9/26/2024,Mumbai,Toronto,In Transit,263.9,937.05
SH376864,O633938,4/16/2025,3/1/2024,Berlin,Paris,Returned,446.16,1003.61
SH707972,O742926,9/13/2024,6/26/2025,New York,Toronto,Returned,395.11,348.93
