Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost,Shipping_Days,Cost_per_kg,Is_Delayed
SH611066,O327152,5/10/2025,5/18/2025,Cairo,Dubai,Returned,141.76,1558.33,8,10.9927342,0
SH636369,O631719,11/9/2023,4/15/2025,Berlin,Toronto,Delayed,150.85,945.74,523,6.269406695,1
SH114127,O623569,10/23/2023,10/31/2023,Berlin,Los Angeles,Delivered,308.92,999.395,8,3.235125599,0
SH484404,O939359,8/20/2025,9/5/2025,New York,Sydney,Delivered,254.49,1832.27,16,7.199772093,0
SH473213,O868551,5/31/2025,7/11/2024,Berlin,Sydney,Delivered,226.16,999.395,-324,4.418973293,0
SH745765,O397239,1/2/2025,4/18/2025,London,Los Angeles,Delayed,369.01,430.62,106,1.166960245,1
SH542301,O953795,2/19/2025,3/21/2025,London,Sydney,Returned,11.82,999.395,30,84.55118443,0
SH671696,O348763,5/26/2025,7/13/2025,Cairo,Sydney,In Transit,64,1797.24,48,28.081875,0
SH490059,O193640,5/13/2025,8/28/2025,Mumbai,Los Angeles,delivered,206.22,1821.74,107,8.833963728,0
SH583161,O918625,5/31/2025,7/18/2025,Mumbai,Toronto,Delivered,431.53,590.94,48,1.36940653,0
SH422175,O706939,2/1/2024,12/13/2023,Mumbai,Los Angeles,Delayed,292.19,254.3,-50,0.870324104,1
SH720307,O297409,6/28/2024,7/14/2024,London,Paris,delivered,345.62,1881.06,16,5.442566981,0
SH415343,O443352,6/6/2025,6/23/2025,Mumbai,Los Angeles,In Transit,436.25,1990.83,17,4.563507163,0
SH232393,O837784,4/8/2025,4/13/2025,London,Paris,Delivered,492.73,1460.63,5,2.964361821,0
SH230618,O647589,6/9/2024,4/14/2025,London,Sydney,Delayed,339.15,999.395,309,2.946763969,1
SH561960,O183510,5/9/2024,1/6/2025,Berlin,Los Angeles,Returned,248.31,100.13,242,0.403245943,0
SH926960,O847165,2/22/2025,3/3/2025,Cairo,Dubai,delivered,441.59,1006.56,9,2.279399443,0
SH882414,O402785,3/22/2025,10/29/2023,Mumbai,Sydney,Delivered,205.21,999.395,-510,4.870108669,0
SH241552,O338978,1/10/2025,3/31/2024,Berlin,Sydney,In Transit,405.07,586.24,-285,1.44725603,0
SH129998,O634340,3/9/2024,12/18/2023,London,Toronto,Returned,371.59,861.92,-82,2.319545736,0
SH278631,O547534,6/21/2025,6/24/2025,Berlin,Paris,Delayed,347.76,593.06,3,1.705371521,1
SH869543,O260802,6/16/2025,3/10/2024,Cairo,Los Angeles,Delivered,459.1,314.32,-463,0.684643868,0
SH631103,O173983,11/1/2023,12/31/2023,Mumbai,Toronto,Returned,72.18,1388.92,60,19.24244943,0
SH612855,O937881,4/20/2024,9/19/2025,Berlin,Los Angeles,Delivered,315.16,139.38,517,0.442251555,0
SH495997,O646484,6/25/2025,3/7/2025,New York,Toronto,In Transit,298.36,455.06,-110,1.525204451,0
SH868239,O275991,8/29/2025,9/15/2025,Berlin,Dubai,delivered,115.76,852.72,17,7.366275052,0
SH485594,O655880,12/23/2023,1/15/2025,New York,Dubai,In Transit,322.77,141.92,389,0.4396939,0
SH408622,O876637,3/8/2025,3/18/2025,Cairo,Sydney,Returned,309.52,228.55,10,0.738401396,0
SH433292,O108666,1/28/2025,2/26/2025,Cairo,Los Angeles,delivered,299.56,378.62,29,1.263920417,0
SH109719,O857233,12/24/2023,10/8/2024,Berlin,Los Angeles,Delivered,108.21,1008.77,289,9.322336198,0
SH921925,O281688,11/4/2023,6/12/2024,Berlin,Los Angeles,Delayed,473.74,1706.71,221,3.602630135,1
SH428411,O758797,11/11/2023,12/15/2024,Cairo,Dubai,delivered,477.04,1180.17,400,2.473943485,0
SH440626,O471813,3/12/2024,12/19/2023,London,Dubai,Returned,377.53,1292.65,-84,3.423966307,0
SH160695,O497638,2/10/2025,8/23/2024,Berlin,Paris,delivered,244.06,999.395,-171,4.094874211,0
SH537233,O847514,11/16/2024,8/27/2025,London,Dubai,Returned,431.62,1050.61,284,2.434108707,0
SH720949,O360592,4/25/2025,5/8/2025,Cairo,Toronto,delivered,365.66,1518.15,13,4.15180769,0
SH770848,O612513,7/19/2025,2/7/2024,New York,Sydney,Delayed,267.4,1853.91,-528,6.933096485,1
SH451393,O975786,7/30/2025,9/26/2025,Berlin,Paris,delivered,254.49,1364.42,58,5.361389446,0
SH981590,O666949,10/7/2024,10/22/2024,Berlin,Toronto,Delayed,81.56,999.395,15,12.25349436,1
SH445630,O376143,6/13/2025,11/24/2024,Mumbai,Paris,Returned,268.61,306.85,-201,1.142362533,0
SH337202,O232462,5/21/2024,5/23/2025,Mumbai,Dubai,Returned,202.52,1776.52,367,8.772071894,0
SH918855,O775391,3/9/2025,11/20/2024,Cairo,Paris,In Transit,126.84,1295.82,-109,10.21617786,0
SH765778,O802932,10/31/2023,12/15/2024,London,Toronto,delivered,45.83,151.15,411,3.298058041,0
SH107295,O986801,10/12/2025,5/12/2025,Berlin,Dubai,In Transit,367.58,142.06,-153,0.386473693,0
SH758153,O849110,7/4/2025,9/21/2025,New York,Dubai,Delayed,439.15,1326.56,79,3.02074462,1
SH709702,O283133,11/6/2024,10/22/2025,Cairo,Sydney,Returned,381.23,999.395,350,2.621501456,0
SH748740,O122332,1/5/2024,9/19/2024,Berlin,Sydney,Delivered,254.49,1737.02,258,6.825494126,0
SH100420,O713159,4/19/2024,7/27/2024,Mumbai,Dubai,Returned,207.48,1921.34,99,9.260362445,0
SH784058,O431875,12/5/2024,10/6/2024,New York,Paris,Delayed,179.98,623.33,-60,3.463329259,1
SH393895,O887527,12/23/2023,1/11/2025,Mumbai,Toronto,Delayed,438.21,1023.75,385,2.336208667,1
SH173128,O826530,9/5/2024,6/12/2025,New York,Dubai,Delayed,119.87,275.44,280,2.297822641,1
SH288884,O838958,3/24/2025,4/16/2025,London,Dubai,Delivered,0.73,781.2,23,1070.136986,0
SH902422,O174754,7/15/2025,4/7/2025,Berlin,Sydney,Delayed,238.71,1647.06,-99,6.899836622,1
SH596860,O333589,12/16/2024,12/21/2024,London,Los Angeles,Returned,232.74,429.31,5,1.84459053,0
SH866241,O623548,7/22/2025,2/5/2025,Berlin,Toronto,Delivered,376.82,999.395,-167,2.652181413,0
SH119329,O405623,12/30/2024,1/24/2025,Cairo,Dubai,Returned,368.05,1363.2,25,3.703844586,0
SH340590,O611379,12/15/2024,10/13/2024,Berlin,Paris,Delayed,150.61,892.97,-63,5.929021977,1
SH813119,O317897,12/6/2024,12/10/2024,London,Los Angeles,Returned,254.49,781.84,4,3.072183583,0
SH287011,O239413,10/23/2023,2/12/2025,New York,Paris,In Transit,119.17,1667.91,478,13.99605605,0
SH968080,O249031,10/15/2024,6/18/2024,Mumbai,Dubai,Returned,317.82,1353.64,-119,4.259140394,0
SH957651,O370265,5/5/2024,3/17/2025,Mumbai,Los Angeles,delivered,35.38,1711.18,316,48.36574336,0
SH392697,O711589,2/20/2025,5/5/2025,London,Los Angeles,Delivered,254.49,515.14,74,2.024205273,0
SH476724,O226797,9/23/2024,9/28/2024,London,Dubai,In Transit,20.79,175.41,5,8.437229437,0
SH224499,O539170,5/13/2024,7/10/2024,Berlin,Toronto,Delayed,463.04,338.81,58,0.731707844,1
SH241646,O690766,4/14/2024,10/5/2025,Mumbai,Los Angeles,Delivered,304.64,185.78,539,0.609834559,0
SH330307,O101505,7/29/2024,9/29/2025,Berlin,Toronto,Returned,484.77,1920.42,427,3.961507519,0
SH387270,O948956,11/20/2024,5/5/2024,Cairo,Paris,In Transit,461.58,1724.04,-199,3.735083842,0
SH140040,O112169,11/9/2023,8/15/2025,Berlin,Los Angeles,delivered,277.63,1016.26,645,3.660483377,0
SH566958,O409890,2/24/2024,8/19/2025,London,Dubai,In Transit,431.87,918.76,542,2.127399449,0
SH248900,O153038,3/22/2025,4/26/2025,Berlin,Dubai,In Transit,298.28,1135.17,35,3.805719458,0
SH483616,O568370,5/21/2025,7/26/2025,Berlin,Dubai,Delayed,103.92,1781.39,66,17.1419361,1
SH947711,O905355,6/16/2025,7/5/2025,Mumbai,Paris,delivered,341.45,1403.2,19,4.109532875,0
SH117637,O185623,6/23/2024,10/30/2024,Mumbai,Paris,In Transit,473.91,297.7,129,0.628178346,0
SH805583,O690184,11/2/2023,11/10/2023,Berlin,Paris,Delivered,330.53,1245.51,8,3.768220736,0
SH822221,O415058,6/22/2024,1/24/2025,New York,Paris,Delivered,392.8,435.93,216,1.109801426,0
SH286932,O454802,2/22/2025,8/1/2024,New York,Los Angeles,Delayed,216.74,605.09,-205,2.791778167,1
SH225148,O836834,11/2/2024,1/23/2024,Cairo,Sydney,Delayed,35.86,1993.6,-284,55.59397658,1
SH116994,O223935,5/25/2025,8/15/2025,Berlin,Los Angeles,Returned,497.82,213.35,82,0.428568559,0
SH563042,O894559,5/15/2025,10/9/2025,London,Paris,Delayed,174.04,1421.87,147,8.169788554,1
SH157158,O604494,6/22/2025,6/24/2025,Berlin,Dubai,Delivered,254.49,1616.59,2,6.352273174,0
SH382999,O123167,12/24/2024,1/8/2025,Berlin,Sydney,Delivered,196.78,1306.14,15,6.637564793,0
SH287590,O337197,8/21/2025,2/20/2025,London,Paris,Delivered,322.16,243.26,-182,0.755090638,0
SH531702,O983250,1/4/2024,6/16/2024,Mumbai,Sydney,Delayed,356.55,1203.24,164,3.374673959,1
SH664663,O255351,8/30/2024,8/3/2025,New York,Paris,Delivered,1.54,231.07,338,150.0454545,0
SH146877,O119806,9/15/2024,1/14/2025,Cairo,Sydney,In Transit,105.31,1808.46,121,17.17272814,0
SH334159,O380443,9/2/2024,4/30/2025,Cairo,Paris,Delivered,134.83,1526.49,240,11.32159015,0
SH414049,O802129,5/28/2025,6/3/2025,Cairo,Toronto,In Transit,369.79,1654.71,6,4.4747289,0
SH699318,O570792,3/21/2025,5/30/2024,Berlin,Toronto,In Transit,135.82,24.93,-295,0.18355176,0
SH812515,O737025,5/6/2025,8/24/2025,New York,Dubai,Returned,225.19,1753.23,110,7.785558861,0
SH287424,O675709,5/18/2024,7/15/2025,Berlin,Paris,Returned,6.99,1691.61,423,242.0042918,0
SH606627,O916541,6/16/2024,1/29/2025,Mumbai,Toronto,delivered,71.18,1014.99,227,14.259483,0
SH176503,O652387,1/5/2024,8/13/2025,Berlin,Dubai,In Transit,130.19,1311.02,586,10.07005146,0
SH130570,O362595,3/7/2024,10/23/2024,Cairo,Dubai,In Transit,223.11,871.13,230,3.904486576,0
SH392766,O861852,3/24/2024,8/8/2024,Berlin,Paris,In Transit,218.6,677.17,137,3.097758463,0
SH939754,O174318,9/1/2025,1/1/2024,Berlin,Los Angeles,Delayed,219.28,1723.35,-609,7.85912988,1
SH507250,O838477,3/8/2024,8/22/2024,New York,Toronto,Delayed,79.04,45.96,167,0.581477733,1
SH484281,O828876,10/15/2024,1/29/2025,Berlin,Los Angeles,Delivered,191.04,1250.58,106,6.546168342,0
SH149705,O953832,9/1/2025,3/18/2024,London,Toronto,In Transit,227.83,1081.8,-532,4.748277224,0
SH591452,O331886,10/12/2024,10/29/2024,New York,Paris,Delivered,274.48,1254.08,17,4.568930341,0
SH898773,O875142,1/10/2025,6/14/2024,Mumbai,Paris,In Transit,97.91,564.55,-210,5.766009601,0
SH986271,O992002,8/20/2024,7/2/2024,London,Los Angeles,Delivered,464.71,1103.26,-49,2.374082761,0
SH209216,O521184,10/9/2025,10/27/2025,Mumbai,Paris,delivered,167.24,1447.97,18,8.658036355,0
SH322164,O357770,9/28/2024,10/14/2025,Cairo,Paris,Delayed,398.1,999.395,381,2.510411957,1
SH265047,O240687,5/27/2024,11/11/2024,New York,Toronto,Delayed,415.4,1911.95,168,4.602672123,1
SH623968,O854582,4/18/2024,5/26/2024,Mumbai,Dubai,Returned,254.49,185.34,38,0.72828009,0
SH389869,O660124,5/10/2025,5/25/2025,Cairo,Los Angeles,Delivered,23.36,691.05,15,29.58261986,0
SH226657,O580128,3/29/2024,12/28/2023,Berlin,Los Angeles,Delayed,31.84,1323.01,-92,41.55182161,1
SH980843,O803851,11/10/2024,9/2/2024,Cairo,Paris,delivered,64.45,179.48,-69,2.784794414,0
SH275683,O289298,10/28/2024,12/8/2023,London,Toronto,Returned,189.47,1867.64,-325,9.857180556,0
SH142136,O330747,4/1/2024,3/18/2024,Cairo,Toronto,delivered,287.37,29.42,-14,0.102376727,0
SH158833,O550623,2/11/2025,2/28/2025,New York,Dubai,Returned,362.89,1424.53,17,3.925514619,0
SH611810,O847843,7/17/2025,7/18/2025,Cairo,Toronto,In Transit,6.05,165.21,1,27.30743802,0
SH553922,O801791,11/27/2024,8/8/2025,London,Dubai,Delayed,254.49,121.13,254,0.475971551,1
SH612491,O316867,10/5/2024,5/31/2024,Berlin,Sydney,In Transit,295.31,9.84,-127,0.033320917,0
SH435700,O786294,3/24/2024,5/1/2025,Mumbai,Dubai,Returned,87.89,1132.47,403,12.88508363,0
SH388701,O124352,1/25/2025,7/13/2025,Berlin,Sydney,Delivered,180.72,1529.14,169,8.461376715,0
SH615956,O711871,6/13/2024,6/24/2024,Cairo,Toronto,Delayed,311.92,530.83,11,1.701814568,1
SH160119,O526851,4/12/2025,10/8/2025,Berlin,Los Angeles,delivered,130.49,1536.64,179,11.77592153,0
SH680122,O462877,9/25/2024,4/9/2025,Berlin,Dubai,In Transit,438.03,637.69,196,1.455813529,0
SH686457,O777648,6/29/2024,8/20/2024,New York,Los Angeles,Delivered,111.53,205.65,52,1.843898503,0
SH596539,O938531,2/11/2024,3/13/2025,Mumbai,Toronto,Delayed,165.77,445.79,396,2.689207939,1
SH354588,O565321,2/10/2024,2/14/2024,Mumbai,Paris,Returned,29.97,670.31,4,22.3660327,0
SH959417,O157029,4/12/2024,6/22/2024,Berlin,Los Angeles,Returned,258.56,1699.26,71,6.572014233,0
SH552165,O596836,7/11/2024,5/2/2025,Berlin,Sydney,Delivered,218.91,1933.58,295,8.832762322,0
SH779458,O339782,9/20/2025,8/8/2025,Cairo,Toronto,Delayed,362.66,168.44,-43,0.464457067,1
SH608303,O881995,1/13/2024,5/25/2024,Cairo,Toronto,Delayed,202.06,419.37,133,2.075472632,1
SH153624,O363902,12/4/2024,8/17/2025,Mumbai,Sydney,Delayed,493.31,1830.39,256,3.710425493,1
SH452075,O322195,11/17/2024,11/21/2024,Mumbai,Paris,Returned,90.19,791.62,4,8.777248032,0
SH518101,O205476,8/25/2025,8/28/2024,Mumbai,Paris,delivered,314.65,879.73,-362,2.795900207,0
SH519037,O894785,10/7/2024,4/20/2024,New York,Dubai,delivered,388.47,1592.4,-170,4.099158236,0
SH619756,O343492,1/17/2024,11/21/2024,Cairo,Toronto,Returned,215.54,1517.04,309,7.038322353,0
SH234106,O161363,12/15/2023,4/22/2025,Mumbai,Paris,Returned,386.69,1444.83,494,3.736403838,0
SH666919,O603051,7/31/2025,9/7/2025,Mumbai,Paris,Returned,370.05,497.56,38,1.344575057,0
SH583002,O711962,6/17/2024,8/25/2025,Berlin,Dubai,Returned,399.43,277.62,434,0.695040433,0
SH781208,O247228,5/21/2025,5/22/2025,New York,Paris,delivered,161.62,1216.78,1,7.528647445,0
SH437323,O698404,8/7/2025,8/26/2025,Mumbai,Sydney,delivered,108.69,1103.77,19,10.15521207,0
SH475850,O175624,9/2/2024,9/17/2024,Berlin,Toronto,Returned,152.39,1875.54,15,12.30750049,0
SH130407,O477492,12/20/2024,10/16/2024,London,Sydney,In Transit,41.01,1636.51,-65,39.90514509,0
SH460604,O817905,11/28/2024,9/3/2024,New York,Los Angeles,In Transit,414.11,1532.41,-86,3.700490208,0
SH989627,O845825,7/4/2025,6/24/2024,New York,Sydney,In Transit,204.07,257.51,-375,1.261870927,0
SH406306,O979950,11/14/2023,12/21/2023,New York,Los Angeles,Delayed,183.18,1978.15,37,10.79894093,1
SH748765,O996160,10/8/2024,5/7/2025,London,Dubai,Delayed,56.99,1632.79,211,28.65046499,1
SH206795,O249691,8/29/2024,9/16/2024,Cairo,Paris,Delayed,241.86,1517.96,18,6.276192839,1
SH749391,O428578,7/23/2024,6/19/2025,London,Los Angeles,delivered,487.58,380.86,331,0.781123098,0
SH698956,O831306,11/5/2023,12/10/2024,London,Dubai,In Transit,6.52,1930.02,401,296.0153374,0
SH568334,O442058,4/9/2024,9/19/2024,Berlin,Sydney,Returned,142.72,1020.02,163,7.147001121,0
SH185317,O157542,6/11/2024,2/21/2025,Berlin,Toronto,In Transit,376.72,706.94,255,1.87656615,0
SH269947,O955776,5/24/2025,5/27/2025,Mumbai,Paris,In Transit,174.8,334.4,3,1.913043478,0
SH238167,O551663,2/16/2025,2/6/2024,Mumbai,Paris,In Transit,101.12,580.92,-376,5.744857595,0
SH114647,O711261,12/21/2023,5/1/2024,New York,Dubai,In Transit,465.65,1220,132,2.619993557,0
SH889147,O458270,1/9/2025,4/18/2024,Berlin,Sydney,Delayed,137.87,114.68,-266,0.831798071,1
SH353084,O792996,7/28/2025,8/5/2025,New York,Paris,Delivered,88.44,1129.18,8,12.76775215,0
SH373791,O984318,8/28/2024,9/2/2024,Mumbai,Dubai,Delivered,271.72,999.395,5,3.678032533,0
SH608760,O105594,1/30/2024,4/11/2025,Berlin,Los Angeles,Delayed,241.67,1356.44,437,5.612777755,1
SH354105,O368006,9/29/2024,10/2/2024,London,Sydney,delivered,400.09,1878.47,3,4.695118598,0
SH150742,O531538,12/22/2024,1/4/2025,London,Sydney,Returned,69.02,1472.99,13,21.34149522,0
SH730300,O173727,5/25/2025,6/6/2025,Cairo,Dubai,Returned,268.21,1819.71,12,6.784646359,0
SH796231,O534826,3/19/2024,12/29/2023,London,Sydney,Delivered,417.35,1385,-81,3.318557566,0
SH618581,O794718,8/29/2025,5/5/2025,New York,Toronto,Delayed,201.37,300.22,-116,1.490887421,1
SH636653,O670659,11/15/2023,3/22/2025,London,Dubai,Returned,245.47,1702.05,493,6.933841203,0
SH108410,O798060,12/8/2024,7/30/2024,Cairo,Toronto,Delayed,230.31,1205.46,-131,5.234075811,1
SH217095,O224400,2/18/2024,6/15/2024,Cairo,Dubai,Delayed,85.27,1796.69,118,21.07059927,1
SH827338,O324800,7/27/2025,10/4/2025,Cairo,Dubai,Returned,193.15,1272.15,69,6.586331866,0
SH565425,O178059,10/23/2024,1/13/2024,Mumbai,Dubai,delivered,56.31,459.37,-284,8.157876043,0
SH582272,O246913,3/25/2025,11/12/2023,New York,Dubai,delivered,469.44,804.41,-499,1.713552318,0
SH657888,O686544,7/21/2024,2/22/2025,New York,Sydney,Delayed,254.49,1850.96,216,7.273213093,1
SH989211,O486009,11/22/2023,3/15/2025,London,Toronto,In Transit,213.94,1782.46,479,8.331588296,0
SH407386,O615402,1/26/2025,2/1/2025,London,Los Angeles,In Transit,376.55,935.19,6,2.483574558,0
SH212037,O182170,1/12/2025,1/27/2024,New York,Sydney,delivered,258.89,1276.56,-351,4.930897292,0
SH328555,O631163,11/27/2024,6/23/2024,Mumbai,Sydney,In Transit,220.23,1460.3,-157,6.630795078,0
SH447747,O847067,4/18/2024,7/9/2024,Mumbai,Toronto,Delayed,467.31,1263.09,82,2.702895294,1
SH819873,O874838,1/28/2024,7/19/2024,Berlin,Dubai,Returned,254.49,1761.29,173,6.920861331,0
SH124213,O551431,7/28/2024,11/19/2024,London,Paris,Delayed,368.14,1289.84,114,3.503667083,1
SH774544,O247935,4/28/2025,10/6/2025,Berlin,Sydney,delivered,483.86,1359.67,161,2.810048361,0
SH487063,O922845,3/2/2025,1/5/2025,Cairo,Los Angeles,Delayed,271.17,1231.86,-56,4.542759155,1
SH560666,O581620,7/19/2024,12/27/2023,Cairo,Toronto,Delivered,219.31,525.12,-205,2.394418859,0
SH221500,O902233,4/8/2024,10/20/2024,Mumbai,Paris,delivered,78.38,79.3,195,1.011737688,0
SH539759,O475849,7/7/2024,10/4/2025,Mumbai,Paris,Delivered,307.55,168.02,454,0.546317672,0
SH623577,O825572,5/22/2025,6/3/2025,New York,Sydney,Delivered,306.31,432.83,12,1.413045607,0
SH518835,O241531,10/13/2025,10/16/2025,London,Toronto,In Transit,135.39,576.35,3,4.256961371,0
SH234546,O678227,3/31/2024,11/29/2023,Berlin,Los Angeles,Delayed,182.95,481.78,-123,2.633397103,1
SH474332,O848203,11/15/2023,8/15/2024,Mumbai,Dubai,Returned,274.58,59.24,274,0.215747687,0
SH788573,O571984,3/29/2025,8/5/2025,London,Paris,delivered,284.06,1079.39,129,3.799866225,0
SH996828,O740141,7/15/2024,8/11/2025,New York,Los Angeles,Delayed,165.28,1201.14,392,7.267303969,1
SH344109,O890702,6/28/2024,3/28/2024,Cairo,Dubai,delivered,451.04,1732.34,-92,3.840768003,0
SH339852,O794493,9/21/2024,3/9/2025,Mumbai,Sydney,Delayed,424.8,1138.44,169,2.679943503,1
SH598884,O204440,7/8/2025,7/20/2025,New York,Dubai,delivered,254.49,700.13,12,2.751110063,0
SH878069,O531815,7/13/2024,9/14/2024,Berlin,Paris,Delivered,202.34,296.7,63,1.466343778,0
SH229776,O168106,2/12/2024,3/31/2024,Mumbai,Toronto,delivered,320.66,1379.76,48,4.30287532,0
SH228757,O386478,2/12/2025,12/18/2023,New York,Toronto,delivered,20.97,1784.5,-422,85.0977587,0
SH815396,O339424,6/22/2025,6/26/2025,Berlin,Paris,Delayed,192,999.395,4,5.205182292,1
SH981887,O664775,3/20/2025,3/27/2025,Cairo,Toronto,In Transit,319.67,185.03,7,0.578815654,0
SH113636,O745361,4/13/2025,5/15/2025,Cairo,Sydney,Returned,68.55,39.75,32,0.579868709,0
SH636589,O314079,1/31/2024,2/7/2024,New York,Dubai,delivered,408.06,1969.71,7,4.827010734,0
SH693761,O504428,5/26/2024,12/7/2024,London,Toronto,Delivered,220.44,10.43,195,0.047314462,0
SH354930,O601247,5/28/2024,11/18/2024,New York,Sydney,Delayed,186.49,1734.02,174,9.298192933,1
SH859021,O510586,7/8/2025,7/25/2025,Cairo,Dubai,delivered,344.73,1663.19,17,4.824616366,0
SH138381,O878309,11/21/2023,1/27/2025,Berlin,Los Angeles,Returned,21.06,571.89,433,27.15527066,0
SH388020,O636659,4/26/2025,4/5/2025,London,Sydney,Delayed,192.9,1970.41,-21,10.21467081,1
SH252989,O764792,7/24/2025,8/11/2025,Berlin,Los Angeles,Returned,395.49,444.6,18,1.124175074,0
SH640308,O628662,8/12/2024,11/30/2024,Cairo,Dubai,Delivered,196.48,1845.95,110,9.395103827,0
SH420199,O211364,8/16/2025,8/18/2025,London,Los Angeles,In Transit,376.77,1545.1,2,4.10091037,0
SH200278,O891402,9/18/2024,10/9/2024,Berlin,Paris,Delivered,270.18,1435.62,21,5.313568732,0
SH798223,O659419,6/20/2025,1/13/2024,New York,Toronto,Returned,434.96,88.13,-524,0.202616333,0
SH566148,O819040,7/21/2024,8/7/2024,Berlin,Toronto,Delayed,225.93,663.57,17,2.937060151,1
SH233907,O700473,6/30/2025,9/2/2024,Berlin,Toronto,In Transit,53.33,1806.24,-301,33.86911682,0
SH322022,O975621,11/6/2023,7/9/2025,London,Toronto,delivered,273.4,131.3,611,0.48024872,0
SH934382,O967598,11/8/2023,3/31/2024,Berlin,Los Angeles,In Transit,254.49,787.48,144,3.094345554,0
SH199752,O991017,12/22/2024,6/13/2025,New York,Toronto,In Transit,166.15,264.14,173,1.589768282,0
SH820119,O605929,6/14/2025,6/28/2025,Mumbai,Toronto,Delivered,186.97,132.56,14,0.708990747,0
SH176740,O514761,7/1/2025,3/13/2025,Mumbai,Dubai,Delivered,254.43,1019.73,-110,4.007900012,0
SH855267,O732454,5/11/2024,5/11/2025,New York,Los Angeles,Returned,400.01,1516.56,365,3.791305217,0
SH261922,O474502,2/29/2024,10/11/2025,Berlin,Toronto,Delayed,33.73,1060.38,590,31.43729618,1
SH724864,O870507,9/8/2025,2/19/2025,Mumbai,Sydney,In Transit,135.13,904.82,-201,6.695922445,0
SH564576,O182955,5/26/2025,6/9/2025,Berlin,Dubai,Delayed,3.24,457.32,14,141.1481481,1
SH326558,O756855,1/19/2025,1/12/2024,New York,Sydney,delivered,128.57,342.45,-373,2.663529595,0
SH791897,O732218,2/5/2025,2/10/2025,London,Paris,Returned,309.34,279.53,5,0.903633542,0
SH971088,O449691,7/31/2025,8/7/2025,New York,Sydney,Returned,344.62,1684.18,7,4.887064013,0
SH999109,O787673,5/31/2024,7/15/2025,London,Los Angeles,Delayed,427.47,28.49,410,0.066647952,1
SH546852,O950219,4/14/2025,8/30/2025,New York,Paris,delivered,276.23,175.37,138,0.634869493,0
SH330998,O621610,12/17/2023,4/9/2025,Berlin,Paris,Delivered,211,102.57,479,0.486113744,0
SH570541,O590643,6/2/2025,7/21/2025,London,Los Angeles,delivered,437.94,1558.85,49,3.559505868,0
SH227906,O423778,7/4/2024,4/27/2025,Cairo,Sydney,In Transit,309.05,1795.65,297,5.810224883,0
SH896492,O642630,10/12/2024,10/17/2024,New York,Toronto,In Transit,362.32,394.54,5,1.088926915,0
SH340941,O326280,8/9/2025,7/10/2024,Mumbai,Toronto,Delayed,295.85,714.12,-395,2.413790772,1
SH851097,O224520,6/14/2024,10/28/2024,London,Toronto,Returned,367.2,1984.17,136,5.403513072,0
SH591149,O726520,5/20/2024,6/4/2024,Cairo,Sydney,delivered,5.64,454.78,15,80.63475177,0
SH595765,O559556,4/20/2025,3/26/2024,New York,Toronto,Delivered,270.37,1505.39,-390,5.567888449,0
SH947764,O219424,8/2/2024,10/25/2024,Mumbai,Toronto,Delayed,183.62,946.46,84,5.154449406,1
SH766237,O745543,11/5/2023,9/30/2025,New York,Los Angeles,Returned,303.5,635.65,695,2.094398682,0
SH737802,O261667,5/23/2025,7/13/2025,New York,Paris,delivered,231.46,971.65,51,4.197917567,0
SH539558,O680559,2/15/2025,4/22/2025,Berlin,Toronto,Returned,254.49,1399.44,66,5.498997996,0
SH572229,O860018,6/27/2025,6/29/2025,Mumbai,Dubai,In Transit,461.47,1614.72,2,3.49907903,0
SH160763,O791860,7/30/2025,11/6/2024,New York,Toronto,In Transit,391.12,990.6,-266,2.532726529,0
SH742234,O510928,2/27/2024,8/27/2025,London,Sydney,delivered,388.04,857.11,547,2.208818678,0
SH994692,O677860,5/25/2025,7/7/2025,London,Toronto,In Transit,128.72,1877.82,43,14.58840895,0
SH545342,O698848,10/25/2023,6/3/2024,Cairo,Sydney,Delivered,223.78,1416.19,222,6.328492269,0
SH242868,O123405,5/15/2025,2/10/2024,Cairo,Sydney,delivered,2.31,86.59,-460,37.48484848,0
SH791246,O290330,3/5/2025,9/20/2025,Cairo,Toronto,Delayed,349.5,1569.74,199,4.491387697,1
SH838951,O714717,7/30/2024,4/19/2024,Mumbai,Sydney,delivered,480.79,701.59,-102,1.459244161,0
SH376600,O662874,5/4/2024,4/29/2024,Mumbai,Dubai,delivered,498.66,1173.05,-5,2.352404444,0
SH684063,O235359,1/19/2024,10/4/2024,New York,Sydney,In Transit,431.32,387.72,259,0.898914959,0
SH413763,O855554,4/29/2025,6/23/2024,New York,Sydney,In Transit,392.6,1399.06,-310,3.563576159,0
SH420356,O415736,7/15/2024,6/26/2024,Mumbai,Toronto,Delayed,445.93,5.21,-19,0.011683448,1
SH963369,O765817,8/4/2025,10/12/2024,Berlin,Sydney,In Transit,48.44,1508.76,-296,31.14698596,0
SH787416,O916174,11/13/2024,8/12/2024,Mumbai,Sydney,Delayed,92.81,593.65,-93,6.39640125,1
SH706681,O279182,11/23/2023,10/27/2024,Cairo,Sydney,In Transit,141.84,999.395,339,7.045932036,0
SH400319,O832218,6/3/2024,7/6/2024,London,Los Angeles,Delayed,405.03,809.76,33,1.999259314,1
SH629676,O418587,7/9/2025,3/8/2024,New York,Sydney,Returned,5.06,846.83,-488,167.3577075,0
